abbrName	ncbiID	fullName	strain	norank_491	norank_57678	norank_56615	norank_12663	norank_31632	norank_64187	isolate	varietas	subspecies	species	norank_600669	norank_44542	speciessubgroup	norank_2724161	norank_2724078	norank_2691594	norank_366617	norank_2724758	norank_2664420	norank_2730119	norank_2727852	norank_1433214	norank_2691586	norank_2720068	norank_2640012	speciesgroup	norank_44537	subgenus	genus	subtribe	norank_1304792	norank_1535325	norank_1113537	norank_1142503	tribe	norank_1648033	subfamily	norank_359160	norank_147370	family	norank_337687	norank_1912919	superfamily	norank_74971	norank_104431	norank_43741	norank_37567	norank_43738	parvorder	norank_480117	norank_480118	infraorder	norank_33351	norank_33349	norank_33347	suborder	norank_33343	order	norank_33083	norank_9263	norank_91836	norank_314147	norank_6970	norank_4734	superorder	norank_71275	norank_186626	norank_1437201	norank_1489908	norank_1437010	subcohort	norank_1489872	norank_91827	norank_9347	norank_123369	norank_123368	norank_123367	norank_123366	norank_123365	cohort	norank_186625	norank_1489341	infraclass	norank_32525	norank_71240	norank_4447	subclass	norank_1437183	norank_85512	class	norank_2692248	norank_2290931	norank_2283794	norank_404260	norank_715989	norank_2683659	norank_715962	norank_436492	norank_58024	norank_436491	norank_436489	norank_436486	norank_8492	norank_1329799	norank_32561	norank_8457	norank_32524	norank_78536	norank_58023	norank_716546	norank_3193	norank_32523	norank_1338369	superclass	norank_117571	norank_117570	norank_7776	norank_7742	subphylum	norank_197562	norank_197563	norank_716545	phylum	norank_2696291	norank_554915	norank_33630	norank_1206795	norank_112252	norank_2611352	norank_33634	norank_2697495	norank_2698737	norank_3208	norank_1935183	norank_1783275	norank_2611341	norank_1798711	norank_68336	norank_1783257	norank_33511	norank_88770	norank_1783272	norank_1783270	norank_1206794	norank_33317	subkingdom	norank_33213	norank_6072	kingdom	norank_999999001	norank_2559587	norank_999999005	norank_999999002	norank_999999003	norank_999999004	norank_33154	superkingdom	norank_131567	root
ncbi999999158	999999158	SARS-CoV-2_BS-65255924	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	999999158	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999159	999999159	SARS-CoV-2_ULG-10498	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	999999159	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999160	999999160	SARS-CoV-2_VA-DCLS-1552	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	999999160	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999161	999999161	SARS-CoV-2_VA-DCLS-1520	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	999999161	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999162	999999162	SARS-CoV-2_QEUH-960A52	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	999999162	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999163	999999163	SARS-CoV-2_MILK-970CB3	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	999999163	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999164	999999164	SARS-CoV-2_MILK-9E2C43	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	999999164	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999165	999999165	SARS-CoV-2_MILK-9E2144	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	999999165	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999166	999999166	SARS-CoV-2_LA-EVTL185	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	999999166	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999167	999999167	SARS-CoV-2_WX-NVRL-72IRL33081	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	999999167	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999168	999999168	SARS-CoV-2_WX-NVRL-72IRL33055	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	999999168	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999169	999999169	SARS-CoV-2_ZH-EMC-651	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	999999169	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999170	999999170	SARS-CoV-2_ZH-EMC-650	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	999999170	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999171	999999171	SARS-CoV-2_NRL_8496	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	999999171	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999172	999999172	SARS-CoV-2_NRL_8458	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	999999172	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999173	999999173	SARS-CoV-2_NSW2829	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	999999173	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999174	999999174	SARS-CoV-2_NSW2827	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	999999174	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999175	999999175	SARS-CoV-2_QEUH-9D3252	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	999999175	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999176	999999176	SARS-CoV-2_QEUH-9D1272	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	999999176	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999177	999999177	SARS-CoV-2_COL-InDRE-76	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	999999177	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
ncbi999999178	999999178	SARS-CoV-2_COL-InDRE-75	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	999999178	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	11118	2499399	2499399	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	76804	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732506	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732408	2732396	2732396	2559587	2559587	2559587	2559587	2559587	2559587	10239	10239	1
